Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Article Influence Score
7818,IZVESTIYA-PHYSICS OF THE SOLID EARTH,IZV-PHYS SOLID EART+,1.144,0.286
7818,JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,J AM SOC HORTIC SCI,1.144,0.300
7818,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,J CHIN INST ENG,1.144,0.150
7821,ANNALS OF CARNEGIE MUSEUM,ANN CARNEGIE MUS,1.143,0.356
7821,JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,1.143,0.364
7823,Acta Medica Portuguesa,ACTA MEDICA PORT,1.141,0.274
7823,Journal of Ship Production and Design,J SHIP PROD DES,1.141,0.135
7823,Radiation Effects and Defects in Solids,RADIAT EFF DEFECT S,1.141,0.164
7826,ACM Transactions on Algorithms,ACM T ALGORITHMS,1.140,0.919
7826,ARKIVOC,ARKIVOC,1.140,0.166
7828,DISCRETE APPLIED MATHEMATICS,DISCRETE APPL MATH,1.139,0.599
7828,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,1.139,0.207
7828,WOOD RESEARCH,WOOD RES-SLOVAKIA,1.139,0.138
7831,Clinical Laboratory,CLIN LAB,1.138,0.222
7832,Atencion Primaria,ATEN PRIM,1.137,0.256
7832,JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,J LOND MATH SOC,1.137,1.377
7834,TAIWANESE JOURNAL OF MATHEMATICS,TAIWAN J MATH,1.136,0.527
7835,JOURNAL D ANALYSE MATHEMATIQUE,J ANAL MATH,1.135,1.147
7835,NOVA HEDWIGIA,NOVA HEDWIGIA,1.135,0.299
7837,CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,CHINESE J ANAL CHEM,1.134,0.111
7837,Herpetological Conservation and Biology,HERPETOL CONSERV BIO,1.134,0.382
7839,Plant Biotechnology,PLANT BIOTECHNOL-NAR,1.133,0.225
7839,REVISTA BRASILEIRA DE ENTOMOLOGIA,REV BRAS ENTOMOL,1.133,0.341
7839,Water Economics and Policy,WATER ECON POLICY,1.133,0.436
7842,Algebraic Geometry,ALGEBRAIC GEOM,1.132,1.748
7842,JOURNAL OF FRESHWATER ECOLOGY,J FRESHWATER ECOL,1.132,0.336
7842,PEDIATRIC ANNALS,PEDIATR ANN,1.132,0.377
7845,INDIANA UNIVERSITY MATHEMATICS JOURNAL,INDIANA U MATH J,1.131,1.288
7845,Nagoya Journal of Medical Science,NAGOYA J MED SCI,1.131,0.308
7845,RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1.131,1.438
7848,REHABILITATION,REHABILITATION,1.129,0.196
7849,ATMOSFERA,ATMOSFERA,1.128,0.438
7849,Advances in Mathematical Physics,ADV MATH PHYS,1.128,0.250
7849,Condensed Matter Physics,CONDENS MATTER PHYS,1.128,0.174
7849,Elektronika Ir Elektrotechnika,ELEKTRON ELEKTROTECH,1.128,0.119
7853,AATCC Journal of Research,AATCC J RES,1.127,0.169
7853,Archives of Mining Sciences,ARCH MIN SCI,1.127,0.183
7855,ACTA AMAZONICA,ACTA AMAZON,1.126,0.321
7856,Electronic Journal of Statistics,ELECTRON J STAT,1.125,1.646
7856,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,IRISH J AGR FOOD RES,1.125,0.327
7856,Polish Journal of Chemical Technology,POL J CHEM TECHNOL,1.125,0.181
7856,Respiratory Medicine and Research,RESPIR MED RES-FRANC,1.125,0.204
7860,Journal of Bioinformatics and Computational Biology,J BIOINF COMPUT BIOL,1.122,0.365
7861,GEOTECTONICS,GEOTECTONICS+,1.121,0.357
7861,Proceedings of the Institution of Civil Engineers-Energy,P I CIVIL ENG-ENERGY,1.121,0.213
7861,Random Matrices-Theory and Applications,RANDOM MATRICES-THEO,1.121,0.829
7864,Cerne,CERNE,1.120,0.278
7864,Communications in Mathematical Sciences,COMMUN MATH SCI,1.120,0.915
7864,HETEROCYCLIC COMMUNICATIONS,HETEROCYCL COMMUN,1.120,0.145
7867,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,ENVIRON ECOL STAT,1.119,0.371
7867,JOURNAL OF MECHANICS,J MECH,1.119,0.193
7867,SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,S AFR J CHEM-S-AFR T,1.119,0.225
7870,BULLETIN DES SCIENCES MATHEMATIQUES,B SCI MATH,1.118,0.759
7870,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,COMMUN STAT-SIMUL C,1.118,0.321
7870,Canadian Journal of Chemistry,CAN J CHEM,1.118,0.230
7870,Journal of Orthopaedic Surgery,J ORTHOP SURG-HONG K,1.118,0.427
7870,NEW ZEALAND ENTOMOLOGIST,NZ ENTOMOL,1.118,0.186
7875,ANTI-CORROSION METHODS AND MATERIALS,ANTI-CORROS METHOD M,1.117,0.148
7876,Applied Ontology,APPL ONTOL,1.115,0.342
7876,ISJ-Invertebrate Survival Journal,ISJ-INVERT SURVIV J,1.115,0.225
7876,International Journal of Aeroacoustics,INT J AEROACOUST,1.115,0.456
7876,MAGNESIUM RESEARCH,MAGNESIUM RES,1.115,0.306
7876,NEW ZEALAND JOURNAL OF ZOOLOGY,NEW ZEAL J ZOOL,1.115,0.266
7881,ANATOMIA HISTOLOGIA EMBRYOLOGIA,ANAT HISTOL EMBRYOL,1.114,0.236
7881,CHINESE JOURNAL OF CHEMICAL PHYSICS,CHINESE J CHEM PHYS,1.114,0.185
7881,Journal of Power Electronics,J POWER ELECTRON,1.114,0.150
7884,Archives of Budo,ARCH BUDO,1.113,0.183
7885,Emergency Medicine International,EMERG MED INT,1.112,0.333
7886,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,ANN SOC ENTOMOL FR,1.111,0.305
7886,Dendrobiology,DENDROBIOLOGY,1.111,0.244
7886,Historical Records of Australian Science,HIST REC AUST SCI,1.111,0.234
7886,Journal of Statistical Planning and Inference,J STAT PLAN INFER,1.111,0.656
7886,Mljekarstvo,MLJEKARSTVO,1.111,0.202
7886,SOMATOSENSORY AND MOTOR RESEARCH,SOMATOSENS MOT RES,1.111,0.309
7892,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,1.109,0.275
7892,Astrophysical Bulletin,ASTROPHYS BULL,1.109,0.220
7894,AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,1.108,0.429
7895,SCHMERZ,SCHMERZ,1.107,0.279
7896,MEDICAL PROBLEMS OF PERFORMING ARTISTS,MED PROBL PERFORM AR,1.106,0.368
7896,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,P I CIVIL ENG-TRANSP,1.106,0.254
7898,ACTA CHIRURGICA BELGICA,ACTA CHIR BELG,1.105,0.218
7898,ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,1.105,0.295
7900,Stratigraphy,STRATIGRAPHY,1.103,0.324
7901,Acta Mathematicae Applicatae Sinica-English Series,ACTA MATH APPL SIN-E,1.102,0.291
7901,CURRENT SCIENCE,CURR SCI INDIA,1.102,0.234
7901,Gesunde Pflanzen,GESUNDE PFLANZ,1.102,0.182
7901,Hellenic Journal of Nuclear Medicine,HELL J NUCL MED,1.102,0.242
7901,Micro & Nano Letters,MICRO NANO LETT,1.102,0.150
7906,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,J AM HELICOPTER SOC,1.101,0.333
7906,PACIFIC SCIENCE,PAC SCI,1.101,0.233
7906,SYSTEMATIC BOTANY,SYST BOT,1.101,0.409
7906,Veterinaria Italiana,VET ITAL,1.101,0.291
7910,FUSION SCIENCE AND TECHNOLOGY,FUSION SCI TECHNOL,1.100,0.364
7911,ELECTROMAGNETICS,ELECTROMAGNETICS,1.099,0.145
7912,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,J PSYCHOSOC NURS MEN,1.098,0.258
7912,Journal of Agricultural Science and Technology,J AGR SCI TECH-IRAN,1.098,0.205
7914,Emerging Materials Research,EMERG MATER RES,1.096,0.143
7914,ORTHOPADE,ORTHOPADE,1.096,0.199
7916,Journal for Healthcare Quality,J HEALTHC QUAL,1.095,0.490
7917,AI MAGAZINE,AI MAG,1.094,0.756
7917,HIGH TEMPERATURE,HIGH TEMP+,1.094,0.155
7917,KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,1.094,0.361
7917,ULTRASTRUCTURAL PATHOLOGY,ULTRASTRUCT PATHOL,1.094,0.218
7917,ZOOSYSTEMA,ZOOSYSTEMA,1.094,0.300
7922,CARDIOLOGY IN THE YOUNG,CARDIOL YOUNG,1.093,0.359
7923,JOURNAL OF APPROXIMATION THEORY,J APPROX THEORY,1.091,0.699
7923,ZOOTAXA,ZOOTAXA,1.091,0.219
7925,RANGELAND JOURNAL,RANGELAND J,1.090,0.274
7926,Vascular and Endovascular Surgery,VASC ENDOVASC SURG,1.089,0.336
7927,Archives of Control Sciences,ARCH CONTROL SCI,1.088,0.166
7927,MOLLUSCAN RESEARCH,MOLLUSCAN RES,1.088,0.208
7927,PESQUISA AGROPECUARIA BRASILEIRA,PESQUI AGROPECU BRAS,1.088,0.345
7927,Pakistan Journal of Medical Sciences,PAK J MED SCI,1.088,0.268
7931,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,BIOL ENVIRON,1.087,0.281
7931,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,BIOTECHNOL AGRON SOC,1.087,0.295
7931,FIBER AND INTEGRATED OPTICS,FIBER INTEGRATED OPT,1.087,0.161
7931,HORTTECHNOLOGY,HORTTECHNOLOGY,1.087,0.183
7935,ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM T DATABASE SYST,1.086,1.162
7935,International Journal of Global Warming,INT J GLOBAL WARM,1.086,0.184
7935,JAAPA-Journal of the American Academy of Physician Assistants,JAAPA-J AM ACAD PHYS,1.086,0.204
7935,Mechanical Sciences,MECH SCI,1.086,0.274
7935,Revista da Escola de Enfermagem da USP,REV ESC ENFERM USP,1.086,0.333
7935,TURKISH JOURNAL OF EARTH SCIENCES,TURK J EARTH SCI,1.086,0.330
7941,Miskolc Mathematical Notes,MISKOLC MATH NOTES,1.085,0.286
7941,NURSING ECONOMICS,NURS ECON,1.085,0.405
7941,Pharmacognosy Magazine,PHARMACOGN MAG,1.085,0.227
7944,Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1.084,0.256
7944,OPTICAL ENGINEERING,OPT ENG,1.084,0.217
7946,Australian Journal of Forensic Sciences,AUST J FORENSIC SCI,1.083,0.272
7946,INTERNATIONAL JOURNAL OF CAST METALS RESEARCH,INT J CAST METAL RES,1.083,0.206
7946,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,PHOTOGRAMM ENG REM S,1.083,0.722
7946,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,TRENDS GLYCOSCI GLYC,1.083,0.231
7946,Zemdirbyste-Agriculture,ZEMDIRBYSTE,1.083,0.202
7951,GENETICA,GENETICA,1.082,0.354
7951,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,INT J TURBO JET ENG,1.082,0.214
7951,PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,PHOSPHORUS SULFUR,1.082,0.113
7951,Problems of Information Transmission,PROBL INFORM TRANSM+,1.082,0.530
7955,Evolution Equations and Control Theory,EVOL EQU CONTROL THE,1.081,0.622
7956,Molecular & Cellular Toxicology,MOL CELL TOXICOL,1.080,0.181
7956,Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,1.080,0.230
7958,ANIMAL SCIENCE PAPERS AND REPORTS,ANIM SCI PAP REP,1.078,0.174
7958,RUSSIAN JOURNAL OF ELECTROCHEMISTRY,RUSS J ELECTROCHEM+,1.078,0.157
7958,Turkish Journal of Physical Medicine and Rehabilitation,TURK J PH MED REHAB,1.078,0.155
7961,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,J AM LEATHER CHEM AS,1.077,0.109
7961,SPORTVERLETZUNG-SPORTSCHADEN,SPORTVERLETZ SPORTSC,1.077,0.217
7963,ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,1.075,0.395
7963,BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,B EUR ASSOC FISH PAT,1.075,0.140
7963,Dynamic Games and Applications,DYN GAMES APPL,1.075,0.568
7963,Journal of Nonlinear and Convex Analysis,J NONLINEAR CONVEX A,1.075,0.251
7963,Mathematical Communications,MATH COMMUN,1.075,0.412
7963,Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B,PHYS CHEM GLASSES-B,1.075,0.164
7963,Physics of Wave Phenomena,PHYS WAVE PHENOM,1.075,0.158
7970,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,B GEOL SOC FINLAND,1.074,0.255
7971,ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROL,1.073,0.344
7971,Acta of Bioengineering and Biomechanics,ACTA BIOENG BIOMECH,1.073,0.241
7973,Advances in Applied Clifford Algebras,ADV APPL CLIFFORD AL,1.072,0.298
7973,POLISH JOURNAL OF PATHOLOGY,POL J PATHOL,1.072,0.236
7973,Symmetry Integrability and Geometry-Methods and Applications,SYMMETRY INTEGR GEOM,1.072,0.750
7976,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,CAN J MATH,1.071,1.060
7976,ELECTRIC POWER COMPONENTS AND SYSTEMS,ELECTR POW COMPO SYS,1.071,0.219
7976,JOURNAL OF STRUCTURAL CHEMISTRY,J STRUCT CHEM+,1.071,0.097
7976,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,REV FAC CIENC AGRAR,1.071,0.093
7980,AQUATIC INSECTS,AQUAT INSECT,1.070,0.330
7980,Natural Language Engineering,NAT LANG ENG,1.070,0.396
7982,JOURNAL OF ANALYTICAL CHEMISTRY,J ANAL CHEM+,1.069,0.145
7982,Journal of Electrical Engineering & Technology,J ELECTR ENG TECHNOL,1.069,0.121
7984,KOVOVE MATERIALY-METALLIC MATERIALS,KOVOVE MATER,1.068,0.122
7984,MAIN GROUP METAL CHEMISTRY,MAIN GROUP MET CHEM,1.068,0.098
7986,Clinical Nurse Specialist,CLIN NURSE SPEC,1.067,0.347
7986,EUROPEAN JOURNAL OF MASS SPECTROMETRY,EUR J MASS SPECTROM,1.067,0.217
7986,FLUID DYNAMICS RESEARCH,FLUID DYN RES,1.067,0.332
7986,Open Physics,OPEN PHYS,1.067,0.193
7990,CRYOLETTERS,CRYOLETTERS,1.066,0.189
7990,TRANSPLANTATION PROCEEDINGS,TRANSPL P,1.066,0.243
7992,Austrian Journal of Forest Science,AUSTRIAN J FOR SCI,1.065,0.150
7992,COMBINATORICA,COMBINATORICA,1.065,1.379
7992,Journal of Clinical Pediatric Dentistry,J CLIN PEDIATR DENT,1.065,0.338
7995,International Journal of Microwave and Wireless Technologies,INT J MICROW WIREL T,1.064,0.156
7996,EQUINE VETERINARY EDUCATION,EQUINE VET EDUC,1.063,0.210
7996,Psychiatria Danubina,PSYCHIAT DANUB,1.063,0.279
7996,Revista Internacional de Andrologia,REV INT ANDROL,1.063,0.097
7999,FOLIA ZOOLOGICA,FOLIA ZOOL,1.060,0.295
7999,Gynecologie Obstetrique Fertilite & Senologie,GYNECOL OBST FERT SE,1.060,0.340
8001,Annual Reports in Medicinal Chemistry,ANNU REP MED CHEM,1.059,0.439
8001,Cambridge Journal of Mathematics,CAMB J MATH,1.059,4.163
8001,LAW PROBABILITY & RISK,LAW PROBAB RISK,1.059,0.544
8001,WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,1.059,0.267
8005,BOLETIM DO INSTITUTO DE PESCA,BOL INST PESCA,1.058,0.219
8006,LARYNGO-RHINO-OTOLOGIE,LARYNGO RHINO OTOL,1.057,0.180
8006,METRIKA,METRIKA,1.057,0.582
8006,NAGOYA MATHEMATICAL JOURNAL,NAGOYA MATH J,1.057,1.018
8006,Nutricion Hospitalaria,NUTR HOSP,1.057,0.251
8010,Acta Crystallographica Section F-Structural Biology Communications,ACTA CRYSTALLOGR F,1.056,0.365
8010,FORUM MATHEMATICUM,FORUM MATH,1.056,0.827
8010,INTERNATIONAL JOURNAL OF ACAROLOGY,INT J ACAROL,1.056,0.235
8010,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,J SCI IND RES INDIA,1.056,0.078
8010,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,P I MECH ENG G-J AER,1.056,0.225
8010,Structural Engineering International,STRUCT ENG INT,1.056,0.247
8016,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,S AFR J ANIM SCI,1.055,0.189
8017,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,P I CIVIL ENG-WAT M,1.054,0.186
8017,Veterinary Research Forum,VET RES FORUM,1.054,0.225
8019,Aerospace Medicine and Human Performance,AEROSP MED HUM PERF,1.053,0.279
8019,CAHIERS AGRICULTURES,CAH AGRIC,1.053,0.202
8019,Dissertationes Mathematicae,DISS MATH,1.053,0.925
8019,JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,J NONLINEAR MATH PHY,1.053,0.348
8019,Ocean Science Journal,OCEAN SCI J,1.053,0.240
8024,CIVIL ENGINEERING,CIVIL ENG,1.051,0.116
8024,JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,J PRESS VESS-T ASME,1.051,0.218
8024,Journal of Biopharmaceutical Statistics,J BIOPHARM STAT,1.051,0.402
8024,STATISTICS,STATISTICS-ABINGDON,1.051,0.507
8024,Statistical Analysis and Data Mining,STAT ANAL DATA MIN,1.051,0.660
8029,POLYMER SCIENCE SERIES B,POLYM SCI SER B+,1.049,0.133
8029,TENSIDE SURFACTANTS DETERGENTS,TENSIDE SURFACT DET,1.049,0.109
8031,BRAZILIAN JOURNAL OF OCEANOGRAPHY,BRAZ J OCEANOGR,1.048,0.306
8031,NEW GENERATION COMPUTING,NEW GENERAT COMPUT,1.048,0.343
8031,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,PROG COMPUT FLUID DY,1.048,0.210
8031,Revista Mexicana de Ciencias Pecuarias,REV MEX CIENC PECU,1.048,0.405
8035,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,AQUAT ECOSYST HEALTH,1.047,0.293
8035,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,Z NATURFORSCH B,1.047,0.129
8037,JOURNAL OF CRANIOFACIAL SURGERY,J CRANIOFAC SURG,1.046,0.275
8038,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,AN STI U OVID CO-MAT,1.045,0.269
8038,FIBRES & TEXTILES IN EASTERN EUROPE,FIBRES TEXT EAST EUR,1.045,0.122
8038,Proceedings of the Estonian Academy of Sciences,P EST ACAD SCI,1.045,0.136
8041,Petrophysics,PETROPHYSICS,1.044,0.292
8041,REVISTA IBEROAMERICANA DE MICOLOGIA,REV IBEROAM MICOL,1.044,0.303
8041,Sao Paulo Medical Journal,SAO PAULO MED J,1.044,0.352
8044,Global NEST Journal,GLOBAL NEST J,1.042,0.166
8044,JOURNAL OF APPLIED PROBABILITY,J APPL PROBAB,1.042,0.667
8044,MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,MATH PROC CAMBRIDGE,1.042,1.054
8044,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,NUMER FUNC ANAL OPT,1.042,0.393
8048,Emirates Journal of Food and Agriculture,EMIR J FOOD AGR,1.041,0.198
8048,JOURNAL OF INORGANIC MATERIALS,J INORG MATER,1.041,0.095
8048,JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,1.041,0.322
8048,POLYMER SCIENCE SERIES C,POLYM SCI SER C+,1.041,0.230
8052,NORDIC PULP & PAPER RESEARCH JOURNAL,NORD PULP PAP RES J,1.040,0.183
8053,MAIN GROUP CHEMISTRY,MAIN GROUP CHEM,1.039,0.068
8053,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,1.039,0.113
8055,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.038,0.197
8056,Physiotherapy Canada,PHYSIOTHER CAN,1.037,0.380
8057,Metallurgical Research & Technology,METALL RES TECHNOL,1.035,0.156
8058,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,B LOND MATH SOC,1.034,1.279
8058,JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,J RES NATL INST STAN,1.034,0.431
8058,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,J CHIL CHEM SOC,1.034,0.112
8058,RICERCHE DI MATEMATICA,RIC MAT,1.034,0.321
8062,International Journal of Optics,INT J OPT,1.033,0.211
8062,PATHOLOGE,PATHOLOGE,1.033,0.120
8062,Romanian Journal of Morphology and Embryology,ROM J MORPHOL EMBRYO,1.033,0.186
8062,Water Science and Technology-Water Supply,WATER SCI TECH-W SUP,1.033,0.184
8066,COMBINATORICS PROBABILITY & COMPUTING,COMB PROBAB COMPUT,1.032,1.394
8067,POSITIVITY,POSITIVITY,1.030,0.456
8068,Advances in Quantum Chemistry,ADV QUANTUM CHEM,1.029,0.297
8068,PETROLEUM CHEMISTRY,PETROL CHEM+,1.029,0.165
8070,Clinical Journal of Oncology Nursing,CLIN J ONCOL NURS,1.027,0.333
8070,JOURNAL OF VETERINARY MEDICAL EDUCATION,J VET MED EDUC,1.027,0.287
8070,Revista Romana de Medicina de Laborator,REV ROMANA MED LAB,1.027,0.113
8073,ACTA ORNITHOLOGICA,ACTA ORNITHOL,1.025,0.401
8073,Scientific Programming,SCI PROGRAMMING-NETH,1.025,0.248
8075,ZOOLOGY IN THE MIDDLE EAST,ZOOL MIDDLE EAST,1.024,0.238
8076,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,1.023,0.639
8076,JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,J AM ANIM HOSP ASSOC,1.023,0.304
8076,STUDIA MATHEMATICA,STUD MATH,1.023,0.793
8076,Thermophysics and Aeromechanics,THERMOPHYS AEROMECH+,1.023,0.165
8080,AMERICAN JOURNAL OF PHYSICS,AM J PHYS,1.022,0.345
8080,MATERIALS SCIENCE-POLAND,MATER SCI-POLAND,1.022,0.197
8080,QUANTUM ELECTRONICS,QUANTUM ELECTRON+,1.022,0.197
8083,JOURNAL OF COMPUTATIONAL MATHEMATICS,J COMPUT MATH,1.021,0.612
8084,ARDEA,ARDEA,1.020,0.328
8084,COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,1.020,0.279
8086,REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,REV EPIDEMIOL SANTE,1.019,0.355
8087,CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,1.018,0.253
8087,Cancer Radiotherapie,CANCER RADIOTHER,1.018,0.180
8087,Handchirurgie Mikrochirurgie Plastische Chirurgie,HANDCHIR MIKROCHIR P,1.018,0.158
8090,Journal of International Advanced Otology,J INT ADV OTOL,1.017,0.358
8091,INTEGRAL EQUATIONS AND OPERATOR THEORY,INTEGR EQUAT OPER TH,1.016,0.734
8091,JOURNAL OF NATURAL HISTORY,J NAT HIST,1.016,0.305
8091,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,P AM MATH SOC,1.016,0.901
8094,CANADIAN JOURNAL OF ANIMAL SCIENCE,CAN J ANIM SCI,1.015,0.222
8094,RADIOPROTECTION,RADIOPROTECTION,1.015,0.129
8096,CHINESE JOURNAL OF ELECTRONICS,CHINESE J ELECTRON,1.014,0.134
8096,International Food Research Journal,INT FOOD RES J,1.014,0.182
8098,Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1.013,0.085
8098,JOURNAL OF OPERATOR THEORY,J OPERAT THEOR,1.013,0.755
8100,Iranian Journal of Parasitology,IRAN J PARASITOL,1.012,0.299
8101,JOURNAL OF ARACHNOLOGY,J ARACHNOL,1.010,0.361
8101,Journal of Trauma Nursing,J TRAUMA NURS,1.010,0.368
8103,MAPAN-Journal of Metrology Society of India,MAPAN-J METROL SOC I,1.009,0.104
8103,Sains Malaysiana,SAINS MALAYS,1.009,0.130
8103,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,TERR ATMOS OCEAN SCI,1.009,0.232
8106,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CAN VET J,1.008,0.265
8107,Journal of Internet Technology,J INTERNET TECHNOL,1.005,0.078
8107,Korean Journal of Metals and Materials,KOREAN J MET MATER,1.005,0.061
8109,Turkish Neurosurgery,TURK NEUROSURG,1.003,0.230
8110,AFRICAN JOURNAL OF AQUATIC SCIENCE,AFR J AQUAT SCI,1.000,0.232
8110,ANASTHESIOLOGIE & INTENSIVMEDIZIN,ANASTH INTENSIVMED,1.000,0.109
8110,ANIMAL BIODIVERSITY AND CONSERVATION,ANIM BIODIV CONSERV,1.000,0.273
8110,ANNALES ZOOLOGICI,ANN ZOOL,1.000,0.314
8110,ARCHIVES ITALIENNES DE BIOLOGIE,ARCH ITAL BIOL,1.000,0.206
8110,Advances in Chemical Physics,ADV CHEM PHYS,1.000,0.464
8110,COMPUTATIONAL STATISTICS,COMPUTATION STAT,1.000,0.579
8110,EARTH MOON AND PLANETS,EARTH MOON PLANETS,1.000,0.422
8110,FISHERY BULLETIN,FISH B-NOAA,1.000,0.326
8110,Holistic Nursing Practice,HOLIST NURS PRACT,1.000,0.286
8110,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,INTEGR TRANSF SPEC F,1.000,0.377
8110,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,1.000,0.208
8110,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,ITAL J AGROMETEOROL,1.000,0.157
8110,JOURNAL OF AQUATIC PLANT MANAGEMENT,J AQUAT PLANT MANAGE,1.000,0.208
8110,JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,1.000,0.270
8110,Journal of Cytology,J CYTOL,1.000,0.208
8110,Journal of Tropical Meteorology,J TROP METEOROL,1.000,0.155
8110,KINETICS AND CATALYSIS,KINET CATAL+,1.000,0.164
8110,MINERVA CHIRURGICA,MINERVA CHIR,1.000,0.193
8110,MODELING IDENTIFICATION AND CONTROL,MODEL IDENT CONTROL,1.000,0.168
8110,Membrane and Water Treatment,MEMBR WATER TREAT,1.000,0.096
8110,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,Q J MECH APPL MATH,1.000,0.453
8110,Review of Symbolic Logic,REV SYMB LOGIC,1.000,0.881
8110,Seminars in Vascular Surgery,SEMIN VASC SURG,1.000,0.664
8110,Theory of Computing,THEOR COMPUT,1.000,0.926
8110,UNFALLCHIRURG,UNFALLCHIRURG,1.000,0.194
8110,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,Z DTSCH GES GEOWISS,1.000,0.211
